Stance on NN,Networking,Format,Date Received,Type of Filing,Submission Type,Proceeding ID,Filing URL,Name of Filers(s),Comment Text,Total Page Count,Source,Memo,Date in the Document,Network 1,Network 2,Network 3,Network 4,Network 5,Network 6,Network 7,Network 8,Network 9,Network 10,Network 11,Network 12,Network 13,Network 14,Network 15,Network 16,Network 17,Network 18
Anti,Network,In person,6/12/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515176913,Distributed Computing Industry Association-DCIA,Refer to Attachment(s).,10,https://www.fcc.gov/ecfs/document/5515176913/1,,"June 11, 2008",Distributed Computing Industry Association,P4P Working Group,,,,,,,,,,,,,,,,
Anti,Network,In person,6/12/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515176913,Distributed Computing Industry Association-DCIA,Refer to Attachment(s).,10,https://www.fcc.gov/ecfs/document/5515176913/1,,6/11/2008,Distributed Computing Industry Association,P4P Working Group,,,,,,,,,,,,,,,,
Anti,Network,In person,6/24/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515180288,Independent Telephone & Telecommunications Alliance,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/5515180288/1,,"June 23, 2008",Independent Telephone & Telecommunications Alliance,Embarq,Qwest,Windstream,,,,,,,,,,,,,,
Anti,Network,In person,7/2/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515181311,Independent Telephone & Telecommunications Alliance,Refer to Attachment(s).,8,https://www.fcc.gov/ecfs/document/5515181311/1,,"July 2, 2008",Independent Telephone & Telecommunications Alliance,Embarq,,,,,,,,,,,,,,,,
Anti,Network,In person,7/11/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515182415,National Cable & Telecommunications Association,Refer to Attachment(s).,6,https://www.fcc.gov/ecfs/document/5515182415/1,,"July 9, 2008",National Cable & Telecommunications Association,Insight Communications,,,,,,,,,,,,,,,,
Anti,Network,In person,7/24/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515183735,National Cable & Telecommunications Association,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/5515183735/1,,"July 24, 2008",National Cable & Telecommunications Association,Bright House Networks,Charter,Time Warner,Time Warner Cable,Suddenlink,Cablevision,Cox,,,,,,,,,,
Anti,Network,In person,3/6/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515014550,Recording Industry Association of America,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515014550/1,,3/5/2008,Recording Industry Association of America,TeleMedia Policy Corp,Capital Group,,,,,,,,,,,,,,,
Anti,Network,In person,4/4/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515020859,Recording Industry Association of America,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515020859/1,,4/3/2008,Recording Industry Association of America,TeleMedia Policy Corp,,,,,,,,,,,,,,,,
Anti,Network,In person,7/25/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515183915,Telecommunications Industry Association,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/5515183915/1,,"July 24, 2008",Telecommunications Industry Association,Nortel,Ciena,Alcatel-Lucent,Motorola,Cisco,,,,,,,,,,,,
Anti,Solo,In person,4/3/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515020647,The American Consumer Institute CCR,Refer to Attachment(s).,16,https://www.fcc.gov/ecfs/document/5515020647/1,,4/2/2008,American Consumer Institute,,,,,,,,,,,,,,,,,
Anti,Solo,In person,6/20/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514685110,"AT&T Services, Inc.",Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/5514685110/1,,6/19/2007,AT&T,,,,,,,,,,,,,,,,,
Anti,Solo,In person,7/24/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514710915,"AT&T, Inc.",Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/5514710915/1,,7/20/2007,AT&T,,,,,,,,,,,,,,,,,
Anti,Solo,In person,3/12/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515016956,AT&T,Refer to Attachment(s).,18,https://www.fcc.gov/ecfs/document/5515016956/1,,3/11/2008,AT&T,,,,,,,,,,,,,,,,,
Anti,Solo,In person,3/20/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515018378,AT&T,Refer to Attachment(s).,18,https://www.fcc.gov/ecfs/document/5515018378/1,,3/19/2008,AT&T,,,,,,,,,,,,,,,,,
Anti,Solo,In person,4/2/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515020531,"AT&T Services, Inc.",Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515020531/1,,3/31/2008,AT&T,,,,,,,,,,,,,,,,,
Anti,Solo,In person,4/7/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515021574,AT&T,Refer to Attachment(s).,30,https://www.fcc.gov/ecfs/document/5515021574/1,,4/4/2008,AT&T,,,,,,,,,,,,,,,,,
Anti,Solo,In person,7/7/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515181699,AT&T,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515181699/1,,7/2/2008,AT&T,,,,,,,,,,,,,,,,,
Anti,Solo,In person,6/19/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515179666,"Cox Communications, Inc.",Refer to Attachment(s).,6,https://www.fcc.gov/ecfs/document/5515179666/2,,6/18/2008,Cox,,,,,,,,,,,,,,,,,
Anti,Solo,In person,7/11/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515182452,"Cox Enterprises, Inc.",Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515182452/1,,7/10/2008,Cox,,,,,,,,,,,,,,,,,
Anti,Solo,In person,6/14/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514679935,CTIA - The Wireless Association,Refer to Attachment(s).,10,https://www.fcc.gov/ecfs/document/5514679935/2,,6/13/2007,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,6/14/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514679945,CTIA - The Wireless Association,Refer to Attachment(s).,10,https://www.fcc.gov/ecfs/document/5514679945/1,,6/13/2007,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,6/19/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514684566,CTIA - The Wireless Association,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/5514684566/1,,6/18/2007,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,6/19/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514684589,CTIA - The Wireless Association,Refer to Attachment(s).,8,https://www.fcc.gov/ecfs/document/5514684589/4,,6/18/2007,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,6/19/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514684611,CTIA - The Wireless Association,Refer to Attachment(s).,8,https://www.fcc.gov/ecfs/document/5514684611/4,,6/18/2007,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,6/20/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514685088,CTIA - The Wireless Association,Refer to Attachment(s).,11,https://www.fcc.gov/ecfs/document/5514685088/2,,6/19/2007,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,6/21/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514685474,CTIA- The Wireless Association,Refer to Attachment(s).,8,https://www.fcc.gov/ecfs/document/5514685474/4,,6/20/2007,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,7/10/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514703547,CTIA - The Wireless Association,Refer to Attachment(s).,5,https://www.fcc.gov/ecfs/document/5514703547/3,,7/10/2007,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,7/18/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514709639,CTIA - The Wireless Association,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/5514709639/1,,7/17/2007,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,7/18/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514709645,CTIA - The Wireless Association,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/5514709645/1,,7/17/2007,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,7/19/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514709899,CTIA - The Wireless Association,Refer to Attachment(s).,5,https://www.fcc.gov/ecfs/document/5514709899/2,,7/18/2007,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,7/19/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514709911,CTIA - The Wireless Association,Refer to Attachment(s).,11,https://www.fcc.gov/ecfs/document/5514709911/2,,7/18/2007,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,7/20/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514710218,CTIA - The Wireless Association,Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/5514710218/2,,7/19/2007,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,7/20/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514710223,CTIA - The Wireless Association,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/5514710223/1,,7/19/2007,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,1/29/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514989623,CTIA- The Wireless Association,Refer to Attachment(s).,31,https://www.fcc.gov/ecfs/document/5514989623/4,,1/28/2008,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,2/6/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514991042,CTIA - The Wireless Association,Refer to Attachment(s).,54,https://www.fcc.gov/ecfs/document/5514991042/5,,2/5/2008,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,2/7/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514991320,CTIA- The Wireless Association,Refer to Attachment(s).,31,https://www.fcc.gov/ecfs/document/5514991320/4,,2/6/2008,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,5/1/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515156929,CTIA- The Wireless Association,Refer to Attachment(s).,27,https://www.fcc.gov/ecfs/document/5515156929/3,,4/30/2008,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,5/6/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515158069,CTIA -The Wireless Association,Refer to Attachment(s).,27,https://www.fcc.gov/ecfs/document/5515158069/3,,,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,5/6/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515158081,CTIA -The Wireless Association,Refer to Attachment(s).,27,https://www.fcc.gov/ecfs/document/5515158081/3,,5/5/2008,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,5/6/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515158082,CTIA -The Wireless Association,Refer to Attachment(s).,27,https://www.fcc.gov/ecfs/document/5515158082/3,,5/5/2008,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,5/6/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515158087,CTIA -The Wireless Association,Refer to Attachment(s).,27,https://www.fcc.gov/ecfs/document/5515158087/2,,5/5/2008,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,5/7/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515158358,CTIA - The Wireless Association,Refer to Attachment(s).,27,https://www.fcc.gov/ecfs/document/5515158358/3,,5/6/2008,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,7/25/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515183952,CTIA - The Wireless Association,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515183952/1,,7/25/2008,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,4/22/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515145491,Citizens and Frontier Communications,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/5515145491/1,,4/21/2008,Frontier,,,,,,,,,,,,,,,,,
Anti,Solo,In person,4/23/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515146566,Citizens and Frontier Communications,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/5515146566/1,,4/22/2008,Frontier,,,,,,,,,,,,,,,,,
Anti,Solo,In person,3/19/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515018232,"Laurence Brett Glass, d/b/a LARIAT",Refer to Attachment(s).,16,https://www.fcc.gov/ecfs/document/5515018232/1,,3/11/2008,LARIAT,,,,,,,,,,,,,,,,,
Anti,Solo,In person,6/6/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514670388,National Telecommunications Cooperative Association,Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/5514670388/1,NTCA Summer Meeting,6/5/2007,National Telecommunications Cooperative Association,,,,,,,,,,,,,,,,,
