Stance on NN,,format,Date Received,Type of Filing,Submission Type,Proceeding ID,Filing URL,Name of Filers(s),Comment Text,Total Page Count,Source,Memo,Date in the Document,Network 1,Network 2,Network 3,Network 4,Network 5,Network 6,Network 7,Network 8,Network 9,Network 10,Network 11,Network 12,Network 13,Network 14,Network 15,Network 16,Network 17,Network 18,Network 19,Network 20,Network 21,Network 22,Network 23,Network 24,Network 25,Network 26,Network 27,Network 28,Network 29,Network 30,Network 31,Network 32,Network 33,Network 34,Network 35,Network 36,Network 37,Network 38,Network 39,Network 40,Network 41,Network 42,Network 43,Network 44,Network 45,Network 46,Network 47,Network 48,Network 49,Network 50,Network 51,Network 52,Network 53,Network 54,Network 55,Network 56,Network 57,Network 58,Network 59,Network 60,Network 61,Network 62,Network 63,Network 64,Network 65,Network 66,Network 67,Network 68,Network 69,Network 70,Network 71,Network 72,Network 73,Network 74,Network 75,Network 76,Network 77,Network 78,Network 79,Network 80,Network 81,Network 82,Network 83,Network 84,Network 85,Network 86,Network 87,Network 88,Network 89,Network 90,Network 91,Network 92
Pro,Network,In person,1/28/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015532649,"Data Foundry, Inc.",Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015532649/1,,1/27/2010,Data Foundry,Comstock Consulting,Computer & Communications Industry Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,11/12/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015498382,Free Press et al,Refer to Attachment(s).,11,https://www.fcc.gov/ecfs/document/6015498382/2,,11/12/2009,Free Press,Consumers Union,Media Access Project,New America Foundation,Robb Topolski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,11/19/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015499526,Free Press et al,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015499526/1,,11/18/2009,Free Press,Consumers Union,New America Foundation,Robb Topolski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,11/24/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015500123,Free Press et al,Refer to Attachment(s).,11,https://www.fcc.gov/ecfs/document/6015500123/2,,11/23/2009,Free Press,Consumers Union,Media Access Project,New America Foundation,Sascha Meinrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,12/4/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015501182,Free Press,Refer to Attachment(s).,3,https://www.fcc.gov/ecfs/document/6015501182/1,,12/3/2009,Free Press,Rowdy Orbit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,2/22/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015537113,Free Press,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015537113/1,,2/19/2010,Free Press,Consumers Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,10/25/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016060211,Free Press,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6016060211/1,,10/22/2010,Free Press,UNITY: Journalists of Color,Media & Democracy Coalition,Asian American Journalists Association,Native American Journalists,National Association of Hispanic Journalists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,12/9/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016063431,Free Press,Refer to Attachment(s).,625,https://www.fcc.gov/ecfs/document/6016063431/1,,12/9/2010,Free Press,Center for Media Justice,Main Street Project,National Association of Hispanic Journalists,National Hispanic Media Coalition,Presente,ColorOfChange,Center for Social Inclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,5/10/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015598405,Future of Music Coalition,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015598405/1,,5/5/2010,Future of Music Coalition,Ok Go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,11/13/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015498704,Media Access Project,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015498704/1,,11/12/2009,Media Access Project,Consumers Union,Free Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,2/19/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015536721,"Media Access Project, et al",Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015536721/1,,2/18/2010,Media Access Project,Consumers Union,Consumer Federation of America,Free Press,New America Foundation,Public Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,12/14/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015502520,Media Action Grassroots Network,Refer to Attachment(s).,6,https://www.fcc.gov/ecfs/document/6015502520/3,,12/12/2009,Media Action Grassroots Network,Thousand Kites,Main Street Project,Media Literacy Project,Media Mobilizing Project,Esperanza Center for Peace & Justice,Texas MEP,Media Alliance,Reclaim the Media,Center for Media Justice,Consumers Union,Media Access Project,Free Press,Media & Democracy Coalition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,9/16/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016055198,Media Action Grassroots Network,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6016055198/1,,9/15/2010,Media Action Grassroots Network,Center for Media Justice,Appalshop,Thousand Kites,Center for Social Inclusion,Main Street Project,Media Literacy Project,Native Public Media,People's Production House,Media & Democracy Coalition,Consumers Union,Media Access Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,6/11/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015649333,Mobile Internet Content Coalition,Refer to Attachment(s).,25,https://www.fcc.gov/ecfs/document/6015649333/1,,6/10/2010,Mobile Internet Content Coalition,"mobileStorm, Inc.","Myxer, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,8/2/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015795723,New America Foundation,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015795723/1,,,New America Foundation,Measurement Lab,Sascha Meinrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,11/5/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015397269,Open Internet Coalition,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015397269/1,,11/4/2009,Open Internet Coalition,Amazon,Google,Free Press,Skype,Public Knowledge,New America Foundation,IAC,Consumers Union,Media Access Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,11/17/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015499289,Open Internet Coalition,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015499289/1,,11/13/2009,Open Internet Coalition,Free Press,New America Foundation,Public Knowledge,Amazon,Skype,Google,Robb Topolski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,4/16/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015555421,Open Internet Coalition,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015555421/1,,4/16/2010,Open Internet Coalition,DISH Network,Amazon,Google,Free Press,Skype,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,6/18/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015651612,Open Internet Coalition,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015651612/1,,6/18/2010,Open Internet Coalition,Google,Skype,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,6/23/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015657167,Open Internet Coalition,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015657167/1,,6/21/2010,Open Internet Coalition,Verizon,AT&T,National Cable & Telecommunications Association,Google,Skype,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,6/23/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015657168,Open Internet Coalition,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015657168/1,,6/22/2010,Open Internet Coalition,Verizon,AT&T,National Cable & Telecommunications Association,Google,Skype,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,6/24/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015657710,Open Internet Coalition,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015657710/1,,6/24/2010,Open Internet Coalition,Verizon,AT&T,National Cable & Telecommunications Association,Google,Skype,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,7/13/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015666459,Open Internet Coalition,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015666459/1,,7/12/2010,Open Internet Coalition,Google,Skype,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,7/29/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015795123,Open Internet Coalition,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015795123/1,,"July 28,2010",Open Internet Coalition,Google,Skype,Verizon,AT&T,National Cable & Telecommunications Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,7/29/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015795141,Open Internet Coalition,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015795141/1,,7/29/2010,Open Internet Coalition,Google,Skype,Verizon,AT&T,National Cable & Telecommunications Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,8/2/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015795692,Open Internet Coalition,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015795692/1,,7/31/2010,Open Internet Coalition,Google,Skype,Verizon,AT&T,National Cable & Telecommunications Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,12/6/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016063083,Open Internet Coalition,Refer to Attachment(s).,3,https://www.fcc.gov/ecfs/document/6016063083/1,,12/3/2010,Open Internet Coalition,DISH Network,Skype,Amazon,Free Press,Media Access Project,New America Foundation,Public Knowledge,Sascha Meinrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,7/23/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015694320,Skype Communications S.A.R.L.,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015694320/1,,7/22/2010,Open Internet Coalition,Skype,AT&T,National Cable & Telecommunications Association,Google,Verizon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,2/25/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015538490,Public Knowledge and Consumers Union,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015538490/1,,2/24/2010,Public Knowledge,Consumers Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,6/9/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015648274,Public Knowledge,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015648274/1,,6/8/2010,Public Knowledge,DISH Network,Open Internet Coalition,Consumers Union,Skype,Free Press,Google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,8/6/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015805028,Public Knowledge,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015805028/1,,8/5/2010,Public Knowledge,Data Foundry,XO Communications,Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,11/23/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016062309,Open Internet Supporters,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6016062309/1,,11/23/2010,Public Knowledge,EchoStar,Free Press,Consumer Federation of America,Media Access Project,Consumers Union,Center for Democracy & Technology,Skype,Open Internet Coalition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,12/6/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016063044,Public Knowledge,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6016063044/1,,12/3/2010,Public Knowledge,Open Internet Coalition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,12/14/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016064079,Skype Communications S.A.R.L.,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6016064079/1,,12/14/2010,Skype,Silver Lake Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,4/13/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015555154,"UNITY, Journalists of Color",Refer to Attachment(s).,26,https://www.fcc.gov/ecfs/document/6015555154/2,,4/9/2010,UNITY: Journalists of Color,Asian American Journalists Association,National Association of Black Journalists,National Association of Hispanic Journalists,Native American Journalists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,12/1/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015500528,The Walt Disney Company,Refer to Attachment(s).,7,https://www.fcc.gov/ecfs/document/6015500528/1,,11/30/2009,Walt Disney,ESPN,ABC Sports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,12/18/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015503072,The Walt Disney Company,Refer to Attachment(s).,47,https://www.fcc.gov/ecfs/document/6015503072/1,,12/16/2009,Walt Disney,ESPN,ABC Sports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,4/23/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015558199,The Walt Disney Company,Refer to Attachment(s).,38,https://www.fcc.gov/ecfs/document/6015558199/1,,4/22/2023,Walt Disney,ESPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,5/5/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015592678,The Walt Disney Company,Refer to Attachment(s).,33,https://www.fcc.gov/ecfs/document/6015592678/1,,5/4/2010,Walt Disney,ESPN,ABC Sports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person,12/14/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015502510,Free Press,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015502510/1,,,Free Press,Marvin Ammori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
