Stance on NN,,format,Date Received,Type of Filing,Submission Type,Proceeding ID,Filing URL,Name of Filers(s),Comment Text,Total Page Count,Source,Memo,Date in the Document,Network 1,Network 2,Network 3,Network 4,Network 5,Network 6,Network 7,Network 8,Network 9,Network 10,Network 11,Network 12,Network 13,Network 14,Network 15,Network 16,Network 17,Network 18,Network 19,Network 20,Network 21,Network 22,Network 23,Network 24,Network 25,Network 26,Network 27,Network 28,Network 29,Network 30,Network 31,Network 32,Network 33,Network 34,Network 35,Network 36,Network 37,Network 38,Network 39,Network 40,Network 41,Network 42,Network 43,Network 44,Network 45,Network 46,Network 47,Network 48,Network 49,Network 50,Network 51,Network 52,Network 53,Network 54,Network 55,Network 56,Network 57,Network 58,Network 59,Network 60,Network 61,Network 62,Network 63,Network 64,Network 65,Network 66,Network 67,Network 68,Network 69,Network 70,Network 71,Network 72,Network 73,Network 74,Network 75,Network 76,Network 77,Network 78,Network 79,Network 80,Network 81,Network 82,Network 83,Network 84,Network 85,Network 86,Network 87,Network 88,Network 89,Network 90,Network 91,Network 92
Anti,Network,Comments,10/12/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016058337,National Organizations,Refer to Attachment(s).,33,https://www.fcc.gov/ecfs/document/6016058337/1,,10/12/2010,National Organizations,Minority Media & Telecom Council,Asian Pacific American Institute for Congressional Studies,Black College Communication Association,Dialogue on Diversity,Hispanic Technology & Telecommunications Partnership,International Black Broadcasters Association,Japanese American Citizens League,Latinos in Information Sciences & Technology Association,Leadership Education for Asian Pacifics,League of United Latin American Citizens,MANA - A National Latina Organization,National Association for the Advancement of Colored People,National Association of Multicultural Digital Entrepreneurs,National Black Caucus of State Legislators,National Black Chamber of Commerce,National Caucus of Black Mayors,National Conference of Puerto Rican Women,National Hispanic Caucus of State Legislators,National Medical Association,National Organization of Black Elected Legislative Women,National Puerto Rican Chamber of Commerce,National Puerto Rican Coalition,Organization of Chinese Americans,U.S. Hispanic Chamber of Commerce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,Reply Comments,4/26/2010,REPLY TO COMMENTS,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015585757,National Organizations,Refer to Attachment(s).,28,https://www.fcc.gov/ecfs/document/6015585757/1,,4/26/2010,National Organizations,Minority Media & Telecom Council,Black College Communication Association,Hispanic Institute,Hispanic Technology & Telecommunications Partnership,Labor Council for Latin American Advancement,Latinos in Information Sciences & Technology Association,League of United Latin American Citizens,MANA - A National Latina Organization,National Association of Black County Officials,National Black Caucus of State Legislators,National Coalition of Puerto Rican Women,National Conference of Black Mayors,National Coalition on Black Civic Participation,Black Women’s Roundtable,National Organization of Black Elected Legislative Women,National Puerto Rican Coalition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,telephone,5/7/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015595991,National Organizations,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015595991/1,,5/7/2010,National Organizations,Minority Media & Telecom Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,telephone,5/12/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015602281,National Organizations,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015602281/1,,,National Organizations,Minority Media & Telecom Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,Written,7/28/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015795007,National Organizations,Refer to Attachment(s).,5,https://www.fcc.gov/ecfs/document/6015795007/1,,7/28/2010,National Organizations,Minority Media & Telecom Council,Black College Communication Association,Hispanic Institute,Labor Council for Latin American Advancement,Latinos in Information Sciences & Technology Association,League of United Latin American Citizens,MANA - A National Latina Organization,National Association of Black County Officials,National Black Caucus of State Legislators,National Coalition of Puerto Rican Women,National Conference of Black Mayors,National Coalition on Black Civic Participation,Black Women’s Roundtable,National Organization of Black Elected Legislative Women,National Puerto Rican Coalition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,Written,8/2/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015795852,National Organizations,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015795852/1,,,National Organizations,Minority Media & Telecom Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti (Neutral),Network,In person,12/16/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015502788,Open Internet Coalition,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015502788/1,,12/15/2009,Open Internet Coalition,Christian Coalition of America,Writers Guild of America West,YISE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,Comments,1/14/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015526881,PAETEC,Refer to Attachment(s).,41,https://www.fcc.gov/ecfs/document/6015526881/1,,1/14/2010,PAETEC,McLeodUSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,Comments,10/12/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016058345,PAETEC Holding Corp.,Refer to Attachment(s).,14,https://www.fcc.gov/ecfs/document/6016058345/1,,10/12/2010,PAETEC,McLeodUSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,Reply Comments,4/26/2010,REPLY TO COMMENTS,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015584220,"PAETEC Communications, Inc.",Refer to Attachment(s).,38,https://www.fcc.gov/ecfs/document/6015584220/1,,4/26/2010,PAETEC,McLeodUSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,In person,11/12/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015498338,Recording Industry Association of America,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015498338/1,,11/10/2009,Recording Industry Association of America,Sony Music,Universal Music Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,In person,11/17/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015499274,RIAA,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015499274/1,,11/16/2009,Recording Industry Association of America,Universal Music Group,Christian Music Trade Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,In person,2/18/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015535646,Recording Industry Association of America,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015535646/1,,2/17/2010,Recording Industry Association of America,Universal Music Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,In person,2/23/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015537443,recording industry association of america,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015537443/1,,2/22/2010,Recording Industry Association of America,Warner Music Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,Comments,1/14/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015522302,Telecom Manufacturer Coalition,Refer to Attachment(s).,8,https://www.fcc.gov/ecfs/document/6015522302/1,,1/14/2010,Telecom Manufacturer Coalition,ADC Telecommunications,Berry Test Sets,BTECH,Camiant,CBM of America,Condux International,Enhanced Telecommunications,FiberControl,Independent Technologies,MetroTel Corp,MRV Communications,NSG America,Omnitron Systems Technology,PECO II,Positron Access Solutions,Prysmian Communications Cables & Systems,Sheyenne Dakota,SNC Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,Reply Comments,4/26/2010,REPLY TO COMMENTS,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015573921,Telecom Manufacturer Coalition,Refer to Attachment(s).,8,https://www.fcc.gov/ecfs/document/6015573921/1,,4/26/2010,Telecom Manufacturer Coalition,ADC Telecommunications,BTECH,Berry Test Sets,Camiant,CBM of America,Condux International,Enhanced Telecommunications,FiberControl,Go! Foton,Independent Technologies,MetroTel Corp,MRV Communications,Optical Zonu Corp,Prysmian Communications Cables & Systems,Sheyenne Dakota,SNC Manufacturing,Sunrise Telecom,Suttle Apparatus,Telesync,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,In person,6/9/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015648315,Telecommunications Industry Association,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015648315/1,,6/7/2010,Telecommunications Industry Association,Ericsson,Alcatel-Lucent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,Reply Comments,4/26/2010,REPLY TO COMMENTS,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015581890,The Telecommunications Industry Association,Refer to Attachment(s).,33,https://www.fcc.gov/ecfs/document/6015581890/1,,4/26/2010,Telecommunications Industry Association,Qualcomm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,In person,2/12/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015534233,Time Warner Inc.,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015534233/1,,2/4/2010,Time Warner,Home Box Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,In person,4/20/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015555667,Time Warner Inc.,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015555667/1,,4/19/2010,Time Warner,Warner Bros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,Comment,1/14/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015527620,"Verizon, Google",Refer to Attachment(s).,9,https://www.fcc.gov/ecfs/document/6015527620/1,,1/14/2010,Verizon,Google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,In person,8/4/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015797362,Verizon,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015797362/1,,8/4/2010,Verizon,Google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti (Neutral),Network,In person,12/1/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015500528,The Walt Disney Company,Refer to Attachment(s).,7,https://www.fcc.gov/ecfs/document/6015500528/1,,11/30/2009,Walt Disney,ESPN,ABC Sports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti (Neutral),Network,In person,12/18/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015503072,The Walt Disney Company,Refer to Attachment(s).,47,https://www.fcc.gov/ecfs/document/6015503072/1,,12/16/2009,Walt Disney,ESPN,ABC Sports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti (Neutral),Network,In person,4/23/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015558199,The Walt Disney Company,Refer to Attachment(s).,38,https://www.fcc.gov/ecfs/document/6015558199/1,,4/22/2023,Walt Disney,ESPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti (Neutral),Network,In person,5/5/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015592678,The Walt Disney Company,Refer to Attachment(s).,33,https://www.fcc.gov/ecfs/document/6015592678/1,,5/4/2010,Walt Disney,ESPN,ABC Sports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti (?),Network,Comments,1/14/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015522681,William Lehr,Refer to Attachment(s).,27,https://www.fcc.gov/ecfs/document/6015522681/1,,1/14/2010,"William Lehr, MIT","David Clark, MIT","Steve Bauer, MIT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,Written,12/14/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016064244,Wireless Internet Service Providers Association,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6016064244/1,WISPA,12/14/2010,Wireless Internet Service Providers Association,JetWeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,3/25/2010,REPLY TO COMMENTS,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015544068,The 60 Plus Association,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015544068/1,,3/25/2010,60 Plus Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,1/14/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015525094,"Akamai Technologies, Inc.",Refer to Attachment(s).,21,https://www.fcc.gov/ecfs/document/6015525094/1,,1/14/2010,Akamai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,4/26/2010,REPLY TO COMMENTS,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015583109,"Akamai Technologies, Inc.",Refer to Attachment(s).,14,https://www.fcc.gov/ecfs/document/6015583109/1,,4/26/2010,Akamai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,11/4/2010,REPLY TO COMMENTS,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016060954,"Akamai Technologies, Inc.",Refer to Attachment(s).,7,https://www.fcc.gov/ecfs/document/6016060954/1,,11/4/2010,Akamai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,1/14/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015526925,Alcatel-Lucent,Refer to Attachment(s).,52,https://www.fcc.gov/ecfs/document/6015526925/2,,1/14/2010,Alcatel-Lucent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,10/12/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016058353,Alcatel-Lucent,Refer to Attachment(s).,10,https://www.fcc.gov/ecfs/document/6016058353/1,,10/12/2010,Alcatel-Lucent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,10/27/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015394509,Alcatel-Lucent,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015394509/1,,10/26/2009,Alcatel-Lucent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,6/22/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015656697,Alcatel-Lucent,Refer to Attachment(s).,15,https://www.fcc.gov/ecfs/document/6015656697/1,,6/21/2010,Alcatel-Lucent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,9/29/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016056746,Alcatel-Lucent,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6016056746/1,,9/28/2010,Alcatel-Lucent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,11/30/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016062574,Alcatel-Lucent,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6016062574/1,,11/29/2010,Alcatel-Lucent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,12/7/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016063192,Alcatel-Lucent,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6016063192/1,,12/6/2010,Alcatel-Lucent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,12/7/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016063192,Alcatel-Lucent,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6016063192/1,,12/7/2010,Alcatel-Lucent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,4/26/2010,REPLY TO COMMENTS,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015582915,Alcatel Lucent,Refer to Attachment(s).,26,https://www.fcc.gov/ecfs/document/6015582915/1,,4/26/2010,Alcatel-Lucent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Written,8/13/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015850386,Alcatel-Lucent,Refer to Attachment(s).,6,https://www.fcc.gov/ecfs/document/6015850386/1,,8/13/2010,Alcatel-Lucent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,1/14/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015523645,American Cable Association,Refer to Attachment(s).,29,https://www.fcc.gov/ecfs/document/6015523645/1,,1/14/2010,American Cable Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,1/14/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015526362,American Cable Association,Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/6015526362/1,,1/14/2010,American Cable Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,4/26/2010,REPLY TO COMMENTS,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015583125,American Cable Association,Refer to Attachment(s).,14,https://www.fcc.gov/ecfs/document/6015583125/1,,4/26/2010,American Cable Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,11/4/2010,REPLY TO COMMENTS,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016060970,American Cable Association,Refer to Attachment(s).,8,https://www.fcc.gov/ecfs/document/6016060970/1,,11/4/2010,American Cable Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,1/14/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015530746,American Center for Law and Justice,Refer to Attachment(s).,14,https://www.fcc.gov/ecfs/document/6015530746/1,ACLJ,1/14/2010,American Center for Law & Justice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,1/13/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015517753,American Civil Rights Union,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015517753/1,,1/14/2010,American Civil Rights Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,11/24/2009,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015500208,The American Consumer Institute,Refer to Attachment(s).,85,https://www.fcc.gov/ecfs/document/6015500208/1,,11/19/2009,American Consumer Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,1/14/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015518552,American Consumer Institute CCR,Refer to Attachment(s).,15,https://www.fcc.gov/ecfs/document/6015518552/1,,1/14/2010,American Consumer Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,10/12/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016058254,American Consumer Institute CCR,Refer to Attachment(s).,6,https://www.fcc.gov/ecfs/document/6016058254/1,,10/12/2010,American Consumer Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,4/6/2010,REPLY TO COMMENTS,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015547419,American Consumer Institute,Refer to Attachment(s).,98,https://www.fcc.gov/ecfs/document/6015547419/3,,4/6/2010,American Consumer Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Written,2/12/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015534435,The American Consumer Institute,Refer to Attachment(s).,15,https://www.fcc.gov/ecfs/document/6015534435/2,,2/10/2010,American Consumer Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
