Stance on NN,,format,Date Received,Type of Filing,Submission Type,Proceeding ID,Filing URL,Name of Filers(s),Comment Text,Total Page Count,Source,Memo,Date in the Document,Network 1,Network 2,Network 3,Network 4,Network 5,Network 6,Network 7,Network 8,Network 9,Network 10,Network 11,Network 12,Network 13,Network 14,Network 15,Network 16,Network 17,Network 18,Network 19,Network 20,Network 21,Network 22,Network 23,Network 24,Network 25,Network 26,Network 27,Network 28,Network 29,Network 30,Network 31,Network 32,Network 33,Network 34,Network 35,Network 36,Network 37,Network 38,Network 39,Network 40,Network 41,Network 42,Network 43,Network 44,Network 45,Network 46,Network 47,Network 48,Network 49,Network 50,Network 51,Network 52,Network 53,Network 54,Network 55,Network 56,Network 57,Network 58,Network 59,Network 60,Network 61,Network 62,Network 63,Network 64,Network 65,Network 66,Network 67,Network 68,Network 69,Network 70,Network 71,Network 72,Network 73,Network 74,Network 75,Network 76,Network 77,Network 78,Network 79,Network 80,Network 81,Network 82,Network 83,Network 84,Network 85,Network 86,Network 87,Network 88,Network 89,Network 90,Network 91,Network 92
Anti,Network,Comments,10/12/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016058350,Jason Llorenz,Refer to Attachment(s).,6,https://www.fcc.gov/ecfs/document/6016058350/1,,10/12/2010,Hispanic Technology & Telecommunications Partnership,ASPIRA,Hispanic Institute,Hispanic Federation,League of United Latin American Citizens,Labor Council for Latin American Advancement,National Puerto Rican Coalition,Hispanic Leadership Fund,United States Hispanic Chamber of Commerce,MANA - A National Latina Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,Comments,1/15/2010,"ERRATA, ERRATUM OR ADDENDUM",STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015529065,Internet Freedom Coalition,Refer to Attachment(s).,5,https://www.fcc.gov/ecfs/document/6015529065/1,,1/15/2010,Internet Freedom Coalition,Americans for Prosperity,Institute for Liberty,National Taxpayers Union,Discovery Institute,Center for Individual Freedom,Americans for Tax Reform,Media Freedom Project,Citizen Outreach,Competitive Enterprise Institute,Public Interest Institute,Heartland Institute,Wyoming Liberty Group,Citizens Against Government Waste,American Conservative Union,Institute for Policy Innovation,60 Plus Association,Center for Freedom & Prosperity,Caesar Rodney Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,Comments,10/12/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016058211,"NECA, NTCA, OPASTCO, ERTA and WTA",Refer to Attachment(s).,15,https://www.fcc.gov/ecfs/document/6016058211/1,,10/12/2010,National Exchange Carrier Association,National Telecommunications Cooperative Association,Organization for the Promotion & Advancement of Small Telecommunications Companies,Eastern Rural Telecom Association,Western Telecommunications Alliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,Comments,1/13/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015517923,National Organization of Black Elected Legislative Women,Refer to Attachment(s).,13,https://www.fcc.gov/ecfs/document/6015517923/2,,1/13/2010,National Organization of Black Elected Legislative Women,National Foundation for Women Legislators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,Comments,4/26/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015582504,"Alma Morales Riojas, MANA, A National Latina Organization",Refer to Attachment(s).,17,https://www.fcc.gov/ecfs/document/6015582504/1,,4/26/2010,National Organization of Black Elected Legislative Women,National Foundation for Women Legislators,Asian Women In Business,MANA - A National Latina Organization,National Coalition on Black Civic Participation,Black Women’s Roundtable,Women Impacting Public Policy,Women in Municipal Government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,Comments,1/14/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015526507,National Organizations,Refer to Attachment(s).,39,https://www.fcc.gov/ecfs/document/6015526507/1,,1/14/2010,National Organizations,Minority Media & Telecom Council,ASPIRA,Black College Communication Association,Hispanic Institute,Hispanic Technology & Telecommunications Partnership,Labor Council for Latin American Advancement,Latinos in Information Sciences & Technology Association,Lawyers’ Committee for Civil Rights Under Law,League of United Latin American Citizens,MANA - A National Latina Organization,National Association of Black County Officials,National Black Caucus of State Legislators,National Conference of Black Mayors,National Coalition on Black Civic Participation,Black Women’s Roundtable,National Organization of Black Elected Legislative Women,National Puerto Rican Coalition,United States Hispanic Chamber of Commerce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,Comments,10/12/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016058337,National Organizations,Refer to Attachment(s).,33,https://www.fcc.gov/ecfs/document/6016058337/1,,10/12/2010,National Organizations,Minority Media & Telecom Council,Asian Pacific American Institute for Congressional Studies,Black College Communication Association,Dialogue on Diversity,Hispanic Technology & Telecommunications Partnership,International Black Broadcasters Association,Japanese American Citizens League,Latinos in Information Sciences & Technology Association,Leadership Education for Asian Pacifics,League of United Latin American Citizens,MANA - A National Latina Organization,National Association for the Advancement of Colored People,National Association of Multicultural Digital Entrepreneurs,National Black Caucus of State Legislators,National Black Chamber of Commerce,National Caucus of Black Mayors,National Conference of Puerto Rican Women,National Hispanic Caucus of State Legislators,National Medical Association,National Organization of Black Elected Legislative Women,National Puerto Rican Chamber of Commerce,National Puerto Rican Coalition,Organization of Chinese Americans,U.S. Hispanic Chamber of Commerce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,Comments,1/14/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015526881,PAETEC,Refer to Attachment(s).,41,https://www.fcc.gov/ecfs/document/6015526881/1,,1/14/2010,PAETEC,McLeodUSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,Comments,10/12/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016058345,PAETEC Holding Corp.,Refer to Attachment(s).,14,https://www.fcc.gov/ecfs/document/6016058345/1,,10/12/2010,PAETEC,McLeodUSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,Comments,1/14/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015522302,Telecom Manufacturer Coalition,Refer to Attachment(s).,8,https://www.fcc.gov/ecfs/document/6015522302/1,,1/14/2010,Telecom Manufacturer Coalition,ADC Telecommunications,Berry Test Sets,BTECH,Camiant,CBM of America,Condux International,Enhanced Telecommunications,FiberControl,Independent Technologies,MetroTel Corp,MRV Communications,NSG America,Omnitron Systems Technology,PECO II,Positron Access Solutions,Prysmian Communications Cables & Systems,Sheyenne Dakota,SNC Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti (?),Network,Comments,1/14/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015522681,William Lehr,Refer to Attachment(s).,27,https://www.fcc.gov/ecfs/document/6015522681/1,,1/14/2010,"William Lehr, MIT","David Clark, MIT","Steve Bauer, MIT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Joint Support for Motion,2/18/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015535703,"Public Knowledge, Consumers Union, Media Access Project, New America Foundation,",Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015535703/1,,2/18/2010,Public Knowledge,Consumers Union,Media Access Project,New America Foundation,U.S. Public Interest Research Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Letter,11/24/2009,INTENT TO PARITICIPATE IN ORAL ARGUMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015500222,Open Internet Coalition,Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/6015500222/3,30 Venture Capitalists,10/21/2009,Open Internet Coalition,"Immad Akhund, Co Founder, Heyzap","Brian Ascher, Venrock","Aneel Bhusri, Partner, Greylock Partners (Co-Founder & Co-CEO, Workday)","Matt Blumberg, Chairman & CEO, Return Path","Brad Burnham, Union Square Ventures","Stewart Butterfield, Co-Founder, Flickr","Ron Conway, Founder, SV Angel LLC","John Doerr, Partner, Kleiner Perkins Caufield & Byers","Timothy Draper, Founder & Managing Director, Draper Fisher Jurvetson","Caterina Fake, Co-Founder, Flickr & Hunch","Brad Feld, Co-Founder, Foundry Group","Peter Fenton, Benchmark Partners","Eyal Goldwerger, CEO, TargetSpot","Jude Gomila, Co founder, Heyzap","Mark Gorenberg, Managing Director, Hummer Winblad","Jordan Greenhall, Founder of Divx","Bill Gurley, Benchmark Partners","Jed Katz, Managing Director, Javelin Venture Partners","Dany Levy, Founder, DailyCandy","Mario Marino, Member, Executive Advisory Board, General Atlantic LLC","Jason Mendelson, Managing Director, Mobius Venture Capital","Michael Moritz, Sequoia Capital","Kim Polese, CEO of Spike Source, Inc.","Avner Ronen, CEO of Boxee","Pete Sheinbaum, Former CEO of DailyCandy","Ram Shriram, Founder, Sherpalo","David Sze, Partner, Greylock Partners","Albert Wenger, Union Square Ventures","Steve Westly, Managing Director, The Westly Group","Fred Wilson, Union Square Ventures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Letter,12/3/2010,LETTER,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016062972,Access Humboldt/Detroit Digital Justice Coalition/Media Mobilizing Project,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6016062972/1,,12/1/2010,Access Humboldt,Detroit Digital Justice Coalition,Media Mobilizing Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Letter,3/1/2010,LETTER,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015539784,Association of Research Libraries et al.,Refer to Attachment(s).,3,https://www.fcc.gov/ecfs/document/6015539784/1,,3/1/2010,American Library Association,Association of Research Libraries,EDUCAUSE,Association for Information Communications Technology Professionals in Higher Education,American Association of Community Colleges,American Council on Education,Association of American Universities,Association of Public and Land-grant Universities,Chief Officers of State Library Agencies,Internet2,National Association of College & University Business Officers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Letter,5/10/2010,LETTER,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015599886,"American Library Association, Association of Research Libraries, EDUCAUSE",Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015599886/1,,5/7/2010,American Library Association,Association of Research Libraries,EDUCAUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Letter,4/22/2010,LETTER,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015555906,Center for Media Justice,Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/6015555906/1,,4/21/2010,Center for Media Justice,ColorOfChange,Presente,Ella Baker Center for Human Rights,Center for Rural Strategies,The Utility Reform Network,Esperanza Center for Peace & Justice,Native American Journalists,Afro-Netizen,Northwest Federation of Community Organizations,National Association of Hispanic Journalists,Feministing,Mountain Area Information Network,Flanbwayan Hatian Literacy Project,Main Street Project,Media Literacy Project,P.E.A.C.E. Initiative,Media Justice League,Prometheus Radio Project,Berkeley Media Studies Group,Media Mobilizing Project,Thousand Kites,Reclaim the Media,"Anne Lewis, Senior Lecturer, UT Austin",Native Public Media,California Center for Rural Policy,People Escaping Poverty Project,Media Alliance,Peoples Production House,Mujeres Unidas,Greenlining Institute,Picture the Homeless,Adhikaar,Comprehensive Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Letter,12/10/2010,LETTER,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016063563,Consumers Union and Consumer Federation of America,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6016063563/1,,12/10/2010,Consumers Union,Consumer Federation of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Letter,8/24/2010,LETTER,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015952624,Latinos for Internet Freedom,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015952624/1,,8/24/2010,Latinos for Internet Freedom,National Hispanic Media Coalition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Letter,10/23/2009,LETTER,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015294158,Adam Candeub,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015294158/1,,10/22/2009,"Paul Schiff Berman, Sandra Day O'Connor College of Law at Arizona State University","Annemarie Bridy, University of Idaho College of Law","Adam Candeub, Michigan State University College of Law","Barbara Cherry, Indiana University Bloomington","Deven Desai, Thomas Jefferson School of Law","Peter Charles DiCola, Northwestern Law School","Rob Frieden, Penn State University","Brett Frischmann, Loyola University Chicago School of Law","Llewellyn Gibbons, University of Toledo","Stephen E. Gottlieb, Albany Law School","Mark Lemley, Stanford Law School","Lawrence Lessig, Harvard Law School","David Levine Elon, University School of Law","Ira Nathenson, St. Thomas University School of Law","Andrew Odlyzko, University of Minnesota","Barbara van Schewick, Stanford Law School","Wendy Seltzer, University of Colorado School of Law","Olivier Sylvain, Fordham University School of Law","Tim Wu, Columbia Law School",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Letter,12/8/2010,LETTER,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016063285,New America Foundation,Refer to Attachment(s).,6,https://www.fcc.gov/ecfs/document/6016063285/1,,,New America Foundation,Free Press,Media Access Project,Sascha Meinrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Letter,12/10/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016063536,Supporters of Real Net Neutrality,Refer to Attachment(s).,7,https://www.fcc.gov/ecfs/document/6016063536/1,,12/10/2010,Access Humboldt,Acorn Active Media Foundation,Akaku Maui Community Media,American Independent News Network,amplifyme,Artists for Media Diversity,Benton Foundation,Brave New Films,Cape Ann Regional Cable TV Access Corporation,Care2,Cambridge Community Television,CCTV Center for Media & Democracy,Center for Digital Democracy,Center for Media Justice,Center for Rural Strategies,Change.org,ColorOfChange,Common Cause,Community Media Workshop,CUWiN Foundation,Daily Kos,Democracy for America,Entertainment Consumers Association,Evolve Strategies,Feministing,Free Press,Friends of the Earth,Future of Music Coalition,Institute for Local Self Reliance,LinkTV,Main Street Project,Media Access Project,Media Alliance,Media Consortium,Media Equity Collaborative,Media Literacy Project,Media Mobilizing Project,Midpeninsula Community Media Center,Minnesota Center for Neighborhood Organizing,MIT Center for Future Civic Media,Mobile Commons,Mother Jones,Mountain Area Information Network,The Nation,National Association of Hispanic Journalists,National Association of Latino Independent Producers,National Federation of Community Broadcasters,National Hispanic Media Coalition,National Network for Immigrant & Refugee Rights,Native Public Media,Newton Independent,Nonprofit Technology Network,Open Plans,Open Source Democracy Foundation,New America Foundation,Park Center for Independent Media,Participatory Culture Foundation,People's Press Project,People's Production House,Philadelphia Community Access Media,Presente,Press Pass TV,Prometheus Radio Project,Public Knowledge,Quote...Unquote,Rad Campaign,Reclaim the Media,Reporters Without Borders,Scribe Video Center,Section5,Spot.Us,StoptheCap,Transmission Project,The UpTake,United Church of Christ OC,"Miller Puckette, Music Department, UC San Diego",U.S. Public Interest Research Group,"Women, Action & Media!",Women in Media & News,Women Who Tech,YES! Magazine,Zediva,,,,,,,,,,
Anti,Network,Letter,8/12/2010,LETTER,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015849442,"Center-Right Media, Americans for Tax Reform",Refer to Attachment(s).,3,https://www.fcc.gov/ecfs/document/6015849442/1,,8/11/2010,Americans for Tax Reform,60 Plus Association,American Civil Rights Union,BOND Action,Catholic Citizen,Thirty-Year Radio Executive,Center for Economic & Social Justice,Georgia News Network,HotAir.com,MichelleMalkin.com,RedState.com,RightMarch.com,SayAnything.com,Syndicated Radio Talk Show Host,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,Letter,1/4/2010,LETTER,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015504433,"AAJC, HTTP, LULAC, NBCSL et al.",Refer to Attachment(s).,5,https://www.fcc.gov/ecfs/document/6015504433/1,,1/4/2010,Asian American Justice Center,Hispanic Technology & Telecommunications Partnership,League of United Latin American Citizens,National Black Caucus of State Legislators,National Conference of Black Mayors,National Organization of Black County Officials,National Organization of Black Elected Legislative Women,Women in Municipal Government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,Letter,1/24/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015531756,NBCSL et al.,Refer to Attachment(s).,5,https://www.fcc.gov/ecfs/document/6015531756/2,,1/21/2010,National Black Caucus of State Legislators,National Organization of Black Elected Legislative Women,National Association of Black County Officials,National Conference of Black Mayors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,Motion,4/7/2010,MOTION FOR EXTENSION OF TIME,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015554578,CTIA & United States Telecom Association,Refer to Attachment(s).,3,https://www.fcc.gov/ecfs/document/6015554578/1,,4/7/2010,CTIA - The Wireless Association,United States Telecom Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,MOTION FOR EXTENSION OF TIME,2/18/2010,MOTION FOR EXTENSION OF TIME,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015535581,"AFTRA, DGA, IATSE, SAG",Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015535581/1,,2/18/2010,American Federation of Television & Radio Artists,International Alliance of Theatrical Stage Employees,Directors Guild of America,Screen Actors Guild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Reply Comments,4/26/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015583418,Broadband Institute of California and the Broadband Regulatory Clinic,Refer to Attachment(s).,40,https://www.fcc.gov/ecfs/document/6015583418/1,BBIC/BRC,4/26/2010,Broadband Institute of California,Broadband Regulatory Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Reply Comments,4/26/2010,REPLY TO COMMENTS,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015578696,Daniel John McCartney,Refer to Attachment(s).,13,https://www.fcc.gov/ecfs/document/6015578696/1,,4/26/2010,"Adam Candeub, Michigan State University College of Law","Daniel John McCartney, Michigan State University College of Law",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Reply Comments,11/4/2010,REPLY TO COMMENTS,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016060871,ALA,Refer to Attachment(s).,38,https://www.fcc.gov/ecfs/document/6016060871/2,,11/4/2010,American Library Association,Association of Research Libraries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Reply Comments,11/4/2010,REPLY TO COMMENTS,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016060940,Various Open Internet Advocates,Refer to Attachment(s).,8,https://www.fcc.gov/ecfs/document/6016060940/1,Various Open Internet Advocates,11/4/2010,"Bill St. Arnaud, Green IT Consultant, St. Arnaud-Walker & Associates Inc","Scott Bradner, Harvard University","Dave Burstein, Editor, DSL Prime","Kenneth Carter, Senior Research Fellow, Columbia Institute for Tele-Information, Columbia Business School","Robin Chase, CEO Meadow Networks, co-founder/former CEO of Zipcar","Gordon Cook, Editor & publisher of The Cook Report on Internet Protocol, Technology, Economics & Policy","Bob Frankston, Telecommunications Analyst & Visionary","John Furrier, Founder Broadband Developments, Inc; & Founder Editor of SiliconANGLE.com","Gene Gaines, Gaines Group, telecommunications engineer, Open Internet activist","Robert Gregory, BSEE UCB, I.T. Director for a non-profit human services agency, & BSD, open source & IP network evangelist","Dewayne Hendricks, CEO, Tetherless Access","Paul Hyland, CTO, Digital Operations, Education Week; member, USACM Council","David S. Isenberg, Principal Prosultant(sm), isen.com, former Senior Advisor to FCC Omnibus Broadband Initiative","Seth P. Johnson, Information Quality Specialist","Paul Jones, ibiblio.org & University of North Carolina","Andrew Lippman, Sr Research Scientist, MIT Media Lab, associate director","Michael Maranda, Co-Founder, Chicago Digital Access Alliance",Sascha Meinrath,"John T. Mitchell, Interaction Law","Steve Mossbrook, Founder & CEO, Wyoming.com","Bruce Perens, co-founder of the Open Source movement in software","Tim Pozar, Telecommunications Engineer & Community Broadband Activist","David P. Reed, Participant in the original design of the Internet Protocols & expert in network & computing architecture","Clay Shirky, Interactive Telecommunications Program, New York University","Jay Sulzberger, Consulting statistician",Robb Topolski,"Brough Turner, Founder, netBlazr, co-founder/former CTO of NMS Communications & of Natural MicroSystems","John G. Waclawsky Ph.D., Technology Advisor & Consultant, Chicago & Washington","David Weinberger, Senior Researcher at Harvard Berkman Center for Internet & Society","Steve Wozniak, Co-Founder of Apple Computer, Inc., Member, National Academy of Engineers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Reply Comments,4/28/2010,REPLY TO COMMENTS,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015587688,Professor Catherine Sandoval and Broadband Institute of California,Refer to Attachment(s).,63,https://www.fcc.gov/ecfs/document/6015587688/1,,4/26/2010,"Catherine Sandoval, Santa Clara Law",Broadband Institute of California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Reply Comments,4/26/2010,REPLY TO COMMENTS,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015585057,"Center for Media Justice, Consumers Union, Media Access Project, and New America",Refer to Attachment(s).,52,https://www.fcc.gov/ecfs/document/6015585057/1,,4/26/2010,Consumers Union,Benton Foundation,Center for Media Justice,Media Access Project,New America Foundation,Robb Topolski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Reply Comments,4/26/2010,REPLY TO COMMENTS,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015586917,"International Documentary Association, Film Independent, and others",Refer to Attachment(s).,59,https://www.fcc.gov/ecfs/document/6015586917/1,,4/26/2010,International Documentary Assocation,Film Independent,University Film & Video Association,Independent Filmmaker Project,Independent Feature Project/Chicago IFP Minnesota,National Alliance for Media Arts + Culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,Reply Comments,4/26/2010,REPLY TO COMMENTS,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015582886,"Media Action Grassroots Network, et al.",Refer to Attachment(s).,44,https://www.fcc.gov/ecfs/document/6015582886/1,,4/26/2010,Media Action Grassroots Network,ColorOfChange,Presente,Applied Research Center,Afro-Netizen,National Association of Hispanic Journalists,Native Public Media,Rural Broadband Policy Group,National Hispanic Media Coalition,Media Access Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,Reply Comments,4/26/2010,REPLY TO COMMENTS,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015572498,"AFTRA, DGA, IATSE & SAG",Refer to Attachment(s).,11,https://www.fcc.gov/ecfs/document/6015572498/1,,4/26/2010,American Federation of Television & Radio Artists,International Alliance of Theatrical Stage Employees,Directors Guild of America,Screen Actors Guild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,Reply Comments,4/26/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015585049,George Ou,Refer to Attachment(s).,10,https://www.fcc.gov/ecfs/document/6015585049/1,George Ou,4/26/2010,Digital Society,George Ou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
